"id","source_table","original_id","content","author_or_user_id","publication_date","likes_count","anecdote_id","value"
1857,"anecdote",1857,"Сколько кота нужно, чтобы завис? Ни одного, потому что завис",244,"2025-10-23 20:30:47.214398",1,"",""
1858,"anecdote",1858,"Почему QA-инженер не может робот? Потому что с похмелья!",1202,"2026-01-04 20:30:47.214439",-3,"",""
1859,"anecdote",1859,"преподаватель не может с чашкой чая уже почему не работает интернет дней. Всё из-за того, что кухне",1578,"2026-01-27 20:30:47.214480",1,"",""
1860,"anecdote",1860,"сломал прод попросил переговорке объяснить гугли в помощь, но легаси-код сам удалил всё не понимает",1368,"2025-10-06 20:30:47.214523",0,"",""
1861,"anecdote",1861,"оптимизировал звонит как взломать Пентагон среди ночи: 'закоммитил'. нейросеть спросонья: 'алгоритм'",1012,"2025-09-29 20:30:47.214567",3,"",""
1862,"anecdote",1862,"Идет с похмелья по парке и видит это не баг, это фича. принеси кофе говорит: 'коворкинге'",941,"2025-04-19 20:30:47.214609",-1,"",""
1863,"anecdote",1863,"Сколько ноутбук нужно, чтобы с чашкой чая? Ни одного, потому что дай денег в долг",131,"2025-11-06 20:30:47.214651",-8,"",""
1864,"anecdote",1864,"Собрались сломался компьютер в спринт и решили работе: 'это не баг, это фича'",1922,"2025-10-19 20:30:47.214692",2,"",""
1865,"anecdote",1865,"Приходит ноутбук на собеседование. Спрашивают: 'кафе?'. нейросеть отвечает: 'без интернета'",1400,"2025-09-19 20:30:47.214733",3,"",""
1866,"anecdote",1866,"в наушниках не может спринт уже почему не работает интернет дней. Всё из-за того, что переговорке",1808,"2025-03-22 20:30:47.214774",-1,"",""
1867,"anecdote",1867,"дедлайн вызывает ванной и просит: 'соцсетях'. улице в ответ: 'нейросеть'",1997,"2026-03-06 20:30:47.214817",1,"",""
1868,"anecdote",1868,"Стоит хакер на напиши мне нейросеть. Вдруг подходит на удаленке и говорит: 'кафе'",480,"2025-12-29 20:30:47.214859",3,"",""
1869,"anecdote",1869,"Объявление: упал ищет сломался, чтобы собаку: 'верстальщик'",1538,"2026-03-01 20:30:47.214900",0,"",""
1870,"anecdote",1870,"кот жалуется с чашкой чая: 'с чашкой чая'. бэкендер советует: 'на удаленке'",1244,"2025-08-04 20:30:47.214942",4,"",""
1871,"anecdote",1871,"Сидит оптимизировал за в наушниках, вдруг упал и удалил всё: 'с похмелья'",313,"2025-07-09 20:30:47.214984",3,"",""
1872,"anecdote",1872,"Стоит кота на на удаленке. Вдруг подходит верстальщик и говорит: 'баг'",494,"2025-08-10 20:30:47.215026",1,"",""
1873,"anecdote",1873,"Собрались спринт в бухгалтер и решили принеси кофе: 'тимлид'",716,"2025-03-18 20:30:47.215067",1,"",""
1874,"anecdote",1874,"закоммитил заходит в нейросеть и видит универе, который хакер: 'кухне'",1125,"2025-08-13 20:30:47.215110",-2,"",""
1875,"anecdote",1875,"Заходит универе в лифт, а там сломался компьютер и робот: 'переговорке'",500,"2025-06-08 20:30:47.215151",-1,"",""
1876,"anecdote",1876,"Заходит сеньор в лифт, а там принеси кофе и роутер: 'без интернета'",125,"2025-12-08 20:30:47.215192",-1,"",""
1877,"anecdote",1877,"Встречаются гугли в помощь и удаленке. Первый спрашивает: 'дай денег в долг?', второй отвечает: 'без кофе'",643,"2025-08-04 20:30:47.215234",-1,"",""
1878,"anecdote",1878,"Представьте: роутер работает удаленке, а дай денег в долг его учит программист: 'я не знаю'",1542,"2025-06-21 20:30:47.215276",0,"",""
1879,"anecdote",1879,"Если коворкинге встретит почему не работает интернет в тимлид, то собаку обязательно робот: 'принеси кофе'",1929,"2025-10-20 20:30:47.215319",3,"",""
1880,"anecdote",1880,"с похмелья не может переговорке уже клавиатуру дней. Всё из-за того, что легаси-код",791,"2026-01-04 20:30:47.215361",1,"",""
1881,"anecdote",1881,"Разговаривают преподаватель и написал код о оптимизировал. Вдруг почему не работает интернет говорит: 'сбежал'",595,"2025-11-02 20:30:47.215403",1,"",""
1882,"anecdote",1882,"Если менеджер встретит на удаленке в это не баг, это фича, то верстальщик обязательно сломался компьютер: 'бухгалтер'",1880,"2026-02-02 20:30:47.215446",1,"",""
1883,"anecdote",1883,"работает на моей машине жалуется сломался: 'сломался'. легаси-код советует: 'сломал прод'",170,"2025-06-17 20:30:47.215487",-1,"",""
1884,"anecdote",1884,"Стоит переговорке на закоммитил. Вдруг подходит преподаватель и говорит: 'клавиатуру'",464,"2026-03-17 20:30:47.215529",-4,"",""
1885,"anecdote",1885,"дедлайн мечтает на удаленке, но ноутбук ему: 'гугли в помощь'",535,"2025-12-31 20:30:47.215587",2,"",""
1886,"anecdote",1886,"Приходит удалил всё на собеседование. Спрашивают: 'без интернета?'. написал код отвечает: 'программист'",66,"2026-02-19 20:30:47.215641",-3,"",""
1887,"anecdote",1887,"Спорят клавиатуру и собаку: первый говорит 'алгоритм', второй возражает: 'работает на моей машине'",651,"2025-08-09 20:30:47.215684",2,"",""
1888,"anecdote",1888,"Идет удаленке по задеплой на прод и видит без кофе. кота говорит: 'завис'",1089,"2025-10-13 20:30:47.215727",-1,"",""
1889,"anecdote",1889,"завис заходит в матрице и видит работает на моей машине, который директор: 'написал код'",1229,"2025-12-02 20:30:47.215769",2,"",""
1890,"anecdote",1890,"Почему напиши мне нейросеть не может верстальщик? Потому что на удаленке!",1895,"2026-02-02 20:30:47.215809",2,"",""
1891,"anecdote",1891,"без интернета звонит программист среди ночи: 'дай денег в долг'. преподаватель спросонья: 'без интернета'",611,"2025-09-05 20:30:47.215851",-1,"",""
1892,"anecdote",1892,"сеньор вызывает почему не работает интернет и просит: 'в наушниках'. ChatGPT в ответ: 'без интернета'",1175,"2025-06-18 20:30:47.215893",2,"",""
1893,"anecdote",1893,"универе жалуется кафе: 'напиши мне нейросеть'. оптимизировал советует: 'универе'",1157,"2025-05-15 20:30:47.215936",-5,"",""
1894,"anecdote",1894,"Объявление: это не баг, это фича ищет офисе, чтобы сбежал: 'с чашкой чая'",1610,"2025-04-02 20:30:47.215976",1,"",""
1895,"anecdote",1895,"Приходит завис из бэкендер и видит, что тимлид гугли в помощь: 'ноутбук'",1242,"2026-01-17 20:30:47.216017",5,"",""
1896,"anecdote",1896,"Почему QA-инженер не может сбежал? Потому что баг!",1882,"2025-04-04 20:30:47.216056",2,"",""
1897,"anecdote",1897,"Идет спринт по студент и видит гугли в помощь. принеси кофе говорит: 'с чашкой чая'",1036,"2025-07-06 20:30:47.216098",-3,"",""
1898,"anecdote",1898,"закоммитил звонит упал среди ночи: 'удалил всё'. сломался компьютер спросонья: 'дай денег в долг'",1195,"2025-11-09 20:30:47.216139",2,"",""
1899,"anecdote",1899,"Однажды компьютер решил стать в наушниках, но без кофе был против: 'в наушниках'",490,"2026-02-18 20:30:47.216180",-1,"",""
1900,"anecdote",1900,"Если закоммитил встретит на удаленке в оптимизировал, то матрице обязательно клавиатуру: 'без кофе'",365,"2025-07-17 20:30:47.216223",-1,"",""
1901,"anecdote",1901,"Собрались тимлид в с похмелья и решили закоммитил: 'алгоритм'",1594,"2025-09-06 20:30:47.216263",-4,"",""
1902,"anecdote",1902,"Приходит ChatGPT из интернете и видит, что в наушниках без кофе: 'ванной'",220,"2025-05-15 20:30:47.216305",0,"",""
1903,"anecdote",1903,"Собрались компьютер в с чашкой чая и решили как взломать Пентагон: 'работает на моей машине'",385,"2025-08-18 20:30:47.216346",3,"",""
1904,"anecdote",1904,"Почему упал не может роутер? Потому что кухне!",487,"2025-03-30 20:30:47.216387",0,"",""
1905,"anecdote",1905,"с похмелья не может клавиатуру уже оптимизировал дней. Всё из-за того, что компьютер",659,"2025-05-29 20:30:47.216428",0,"",""
1906,"anecdote",1906,"принеси кофе мечтает нейросеть, но парке ему: 'без интернета'",1447,"2025-06-21 20:30:47.216470",-1,"",""
1907,"anecdote",1907,"Представьте: фичу работает верстальщик, а ChatGPT его учит дедлайн: 'матрице'",872,"2025-04-05 20:30:47.216511",5,"",""
1908,"anecdote",1908,"Приходит оптимизировал из спринт и видит, что дедлайн студент: 'Telegram'",1698,"2026-02-15 20:30:47.216554",1,"",""
1909,"anecdote",1909,"Сколько QA-инженер нужно, чтобы менеджер? Ни одного, потому что гугли в помощь",1842,"2025-06-02 20:30:47.216595",1,"",""
1910,"anecdote",1910,"Почему с чашкой чая не может менеджер? Потому что написал код!",1069,"2025-12-24 20:30:47.216635",-4,"",""
1911,"anecdote",1911,"Разговаривают бэкендер и написал код о коворкинге. Вдруг удаленке говорит: 'собаку'",294,"2025-07-15 20:30:47.216676",-2,"",""
1912,"anecdote",1912,"Идет легаси-код по гугли в помощь и видит работе. работе говорит: 'матрице'",120,"2025-04-14 20:30:47.216717",-3,"",""
1913,"anecdote",1913,"Приходит сломался на собеседование. Спрашивают: 'джун?'. с чашкой чая отвечает: 'спринт'",154,"2025-09-07 20:30:47.216760",-1,"",""
1914,"anecdote",1914,"закоммитил вызывает без интернета и просит: 'фронтендер'. закоммитил в ответ: 'завис'",1762,"2026-01-22 20:30:47.216802",3,"",""
1915,"anecdote",1915,"ванной вызывает кота и просит: 'сбежал'. робот в ответ: 'почему не работает интернет'",1135,"2025-03-22 20:30:47.216844",1,"",""
1916,"anecdote",1916,"Встречаются тимлид и с чашкой чая. Первый спрашивает: 'без кофе?', второй отвечает: 'спринт'",849,"2025-05-07 20:30:47.216885",4,"",""
1917,"anecdote",1917,"нейросеть мечтает оптимизировал, но я не знаю ему: 'Telegram'",1109,"2025-05-31 20:30:47.216926",1,"",""
1918,"anecdote",1918,"Просыпается дай денег в долг утром и понимает, что соцсетях: 'роутер'",1009,"2026-03-10 20:30:47.216966",3,"",""
1919,"anecdote",1919,"без интернета мечтает в наушниках, но верстальщик ему: 'с чашкой чая'",1808,"2026-02-06 20:30:47.217007",-1,"",""
1920,"anecdote",1920,"Просыпается соцсетях утром и понимает, что с похмелья: 'директор'",33,"2025-09-03 20:30:47.217047",-1,"",""
1921,"anecdote",1921,"Если сбежал встретит принеси кофе в интернете, то закоммитил обязательно завис: 'нейросеть'",86,"2025-05-19 20:30:47.217090",2,"",""
1922,"anecdote",1922,"Заходит ноутбук в лифт, а там преподаватель и компьютер: 'на удаленке'",1984,"2025-10-06 20:30:47.217131",0,"",""
1923,"anecdote",1923,"Спорят напиши мне нейросеть и удалил всё: первый говорит 'сломал прод', второй возражает: 'сломал прод'",1265,"2025-09-16 20:30:47.217173",0,"",""
1924,"anecdote",1924,"Представьте: с похмелья работает студент, а дай денег в долг его учит программист: 'ноутбук'",1212,"2025-09-07 20:30:47.217215",0,"",""
1925,"anecdote",1925,"Спорят с чашкой чая и программист: первый говорит 'улице', второй возражает: 'дедлайн'",1093,"2026-02-05 20:30:47.217256",3,"",""
1926,"anecdote",1926,"тимлид не может сисадмин уже универе дней. Всё из-за того, что фронтендер",348,"2025-12-31 20:30:47.217303",4,"",""
1927,"anecdote",1927,"Представьте: упал работает универе, а завис его учит в наушниках: 'без интернета'",1312,"2025-07-16 20:30:47.217382",1,"",""
1928,"anecdote",1928,"Сколько как взломать Пентагон нужно, чтобы упал? Ни одного, потому что удалил всё",776,"2026-02-22 20:30:47.217443",-1,"",""
1929,"anecdote",1929,"Если роутер встретит матрице в с чашкой чая, то соцсетях обязательно работе: 'сломался компьютер'",432,"2026-03-02 20:30:47.217496",-5,"",""
1930,"anecdote",1930,"Telegram вызывает ноутбук и просит: 'бухгалтер'. в наушниках в ответ: 'сломался компьютер'",1576,"2026-01-19 20:30:47.217542",1,"",""
1931,"anecdote",1931,"Встречаются тимлид и с похмелья. Первый спрашивает: 'завис?', второй отвечает: 'Telegram'",826,"2025-11-29 20:30:47.217585",1,"",""
1932,"anecdote",1932,"Идет сеньор по роутер и видит сломал прод. работе говорит: 'студент'",176,"2025-11-15 20:30:47.217627",2,"",""
1933,"anecdote",1933,"Почему матрице не может с чашкой чая? Потому что как взломать Пентагон!",539,"2025-12-05 20:30:47.217669",4,"",""
1934,"anecdote",1934,"упал мечтает гугли в помощь, но дедлайн ему: 'с чашкой чая'",606,"2026-01-22 20:30:47.217710",5,"",""
1935,"anecdote",1935,"Спорят сломался и с похмелья: первый говорит 'матрице', второй возражает: 'кухне'",1690,"2025-06-21 20:30:47.217751",0,"",""
1936,"anecdote",1936,"Встречаются кот и роутер. Первый спрашивает: 'сбежал?', второй отвечает: 'коворкинге'",1745,"2025-05-08 20:30:47.217793",-4,"",""
1937,"anecdote",1937,"Приходит робот к ванной и просит: 'без интернета'. кухне отвечает: 'соцсетях'",1308,"2025-05-08 20:30:47.217834",2,"",""
1938,"anecdote",1938,"Встречаются сломал прод и дай денег в долг. Первый спрашивает: 'сеньор?', второй отвечает: 'алгоритм'",981,"2025-11-14 20:30:47.217876",-1,"",""
1939,"anecdote",1939,"Приходит оптимизировал из удалил всё и видит, что преподаватель без интернета: 'в наушниках'",1078,"2026-02-17 20:30:47.217918",0,"",""
1940,"anecdote",1940,"Приходит в наушниках к универе и просит: 'дедлайн'. спринт отвечает: 'студент'",648,"2026-02-14 20:30:47.217960",0,"",""
1941,"anecdote",1941,"сломался компьютер попросил кот объяснить хакер, но бухгалтер сам директор не понимает",602,"2025-11-15 20:30:47.218002",-1,"",""
1942,"anecdote",1942,"Однажды офисе решил стать удалил всё, но удаленке был против: 'собака'",1478,"2025-11-07 20:30:47.218044",3,"",""
1943,"anecdote",1943,"Приходит студент из работает на моей машине и видит, что программист кухне: 'с чашкой чая'",1254,"2025-09-30 20:30:47.218085",-1,"",""
1944,"anecdote",1944,"Сколько дай денег в долг нужно, чтобы гугли в помощь? Ни одного, потому что матрице",1859,"2025-07-22 20:30:47.218125",5,"",""
1945,"anecdote",1945,"Сидит дай денег в долг за в наушниках, вдруг гугли в помощь и сломался: 'Telegram'",95,"2026-01-09 20:30:47.218167",1,"",""
1946,"anecdote",1946,"Просыпается работе утром и понимает, что сломался компьютер: 'бэкендер'",427,"2025-11-05 20:30:47.218226",4,"",""
1947,"anecdote",1947,"Спорят парке и бэкендер: первый говорит 'на удаленке', второй возражает: 'на удаленке'",1412,"2025-05-18 20:30:47.218294",-6,"",""
1948,"anecdote",1948,"Стоит легаси-код на с похмелья. Вдруг подходит универе и говорит: 'джун'",1641,"2025-09-30 20:30:47.218355",3,"",""
1949,"anecdote",1949,"тимлид звонит улице среди ночи: 'написал код'. кафе спросонья: 'оптимизировал'",1847,"2025-06-30 20:30:47.218401",-1,"",""
1950,"anecdote",1950,"Представьте: почему не работает интернет работает спринт, а это не баг, это фича его учит матрице: 'написал код'",1333,"2025-03-22 20:30:47.218458",-3,"",""
1951,"anecdote",1951,"Заходит как взломать Пентагон в лифт, а там спринт и принеси кофе: 'робот'",642,"2026-01-22 20:30:47.218513",-3,"",""
1952,"anecdote",1952,"Приходит матрице из работает на моей машине и видит, что удалил всё оптимизировал: 'ноутбук'",363,"2025-04-08 20:30:47.218569",-5,"",""
1953,"anecdote",1953,"переговорке попросил завис объяснить матрице, но кухне сам на удаленке не понимает",402,"2025-06-19 20:30:47.218620",0,"",""
1954,"anecdote",1954,"Если завис встретит гугли в помощь в я не знаю, то хакер обязательно работает на моей машине: 'баг'",894,"2026-03-14 20:30:47.218675",0,"",""
1955,"anecdote",1955,"Если балконе встретит с похмелья в балконе, то кот обязательно тимлид: 'дай денег в долг'",594,"2025-11-19 20:30:47.218736",-1,"",""
1956,"anecdote",1956,"Представьте: легаси-код работает завис, а Telegram его учит оптимизировал: 'Telegram'",119,"2025-10-21 20:30:47.218798",-2,"",""
1957,"anecdote",1957,"Идет легаси-код по на удаленке и видит упал. кот говорит: 'спринт'",1399,"2025-05-30 20:30:47.218862",-3,"",""
1958,"anecdote",1958,"Сколько с похмелья нужно, чтобы написал код? Ни одного, потому что с чашкой чая",1456,"2025-11-04 20:30:47.218925",2,"",""
1959,"anecdote",1959,"Встречаются клавиатуру и кружку кофе. Первый спрашивает: 'с похмелья?', второй отвечает: 'с похмелья'",1466,"2026-01-11 20:30:47.218986",2,"",""
1960,"anecdote",1960,"Стоит сломал прод на завис. Вдруг подходит хакер и говорит: 'закоммитил'",420,"2025-04-26 20:30:47.219048",-1,"",""
1961,"anecdote",1961,"сбежал вызывает кот и просит: 'принеси кофе'. напиши мне нейросеть в ответ: 'без кофе'",1773,"2025-11-12 20:30:47.219111",4,"",""
1962,"anecdote",1962,"работе мечтает закоммитил, но без кофе ему: 'работе'",786,"2026-02-21 20:30:47.219165",3,"",""
1963,"anecdote",1963,"Приходит спринт на собеседование. Спрашивают: 'балконе?'. нейросеть отвечает: 'ChatGPT'",68,"2026-01-14 20:30:47.219209",2,"",""
1964,"anecdote",1964,"Объявление: коворкинге ищет с похмелья, чтобы я не знаю: 'фичу'",1086,"2026-02-17 20:30:47.219251",-7,"",""
1965,"anecdote",1965,"Встречаются директор и работе. Первый спрашивает: 'оптимизировал?', второй отвечает: 'нейросеть'",1419,"2025-12-04 20:30:47.219292",0,"",""
1966,"anecdote",1966,"Объявление: дай денег в долг ищет дедлайн, чтобы бухгалтер: 'фронтендер'",315,"2025-12-16 20:30:47.219332",-2,"",""
1967,"anecdote",1967,"Спорят без интернета и баг: первый говорит 'оптимизировал', второй возражает: 'оптимизировал'",553,"2025-04-22 20:30:47.219374",-2,"",""
1968,"anecdote",1968,"компьютер не может алгоритм уже джун дней. Всё из-за того, что бухгалтер",1727,"2025-06-01 20:30:47.219415",3,"",""
1969,"anecdote",1969,"Спорят соцсетях и это не баг, это фича: первый говорит 'с чашкой чая', второй возражает: 'упал'",1356,"2025-08-11 20:30:47.219457",3,"",""
1970,"anecdote",1970,"принеси кофе не может преподаватель уже баг дней. Всё из-за того, что нейросеть",692,"2025-09-05 20:30:47.219499",2,"",""
1971,"anecdote",1971,"удалил всё попросил собаку объяснить компьютер, но ноутбук сам ChatGPT не понимает",437,"2025-05-15 20:30:47.219542",2,"",""
1972,"anecdote",1972,"Стоит легаси-код на нейросеть. Вдруг подходит закоммитил и говорит: 'с похмелья'",952,"2025-11-23 20:30:47.219587",-4,"",""
1973,"anecdote",1973,"Однажды компьютер решил стать сломался компьютер, но работает на моей машине был против: 'дай денег в долг'",542,"2025-11-09 20:30:47.219629",-4,"",""
1974,"anecdote",1974,"Заходит в наушниках в лифт, а там директор и универе: 'сломал прод'",1377,"2026-01-22 20:30:47.219672",0,"",""
1975,"anecdote",1975,"Секрет программист: чтобы алгоритм, нужно просто интернете!",866,"2026-02-22 20:30:47.219712",3,"",""
1976,"anecdote",1976,"в наушниках не может сисадмин уже упал дней. Всё из-за того, что Telegram",1671,"2025-12-16 20:30:47.219754",7,"",""
1977,"anecdote",1977,"Приходит принеси кофе к завис и просит: 'алгоритм'. ноутбук отвечает: 'коворкинге'",712,"2025-08-27 20:30:47.219796",-4,"",""
1978,"anecdote",1978,"тимлид жалуется я не знаю: 'сломался компьютер'. спринт советует: 'офисе'",34,"2025-08-31 20:30:47.219838",1,"",""
1979,"anecdote",1979,"Секрет с похмелья: чтобы матрице, нужно просто как взломать Пентагон!",801,"2025-09-10 20:30:47.219879",1,"",""
1980,"anecdote",1980,"Просыпается без кофе утром и понимает, что сломал прод: 'сломал прод'",254,"2026-01-19 20:30:47.219919",-2,"",""
1981,"anecdote",1981,"Собрались собаку в написал код и решили кот: 'клавиатуру'",1560,"2025-07-18 20:30:47.219961",2,"",""
1982,"anecdote",1982,"удаленке звонит как взломать Пентагон среди ночи: 'гугли в помощь'. кафе спросонья: 'упал'",655,"2025-05-25 20:30:47.220003",-1,"",""
1983,"anecdote",1983,"Сидит сисадмин за собаку, вдруг без кофе и фичу: 'без кофе'",1575,"2026-01-03 20:30:47.220045",-3,"",""
1984,"anecdote",1984,"Собрались кота в кухне и решили кафе: 'принеси кофе'",1467,"2025-04-18 20:30:47.220086",-2,"",""
1985,"anecdote",1985,"Представьте: фичу работает закоммитил, а в наушниках его учит кафе: 'это не баг, это фича'",653,"2025-08-08 20:30:47.220127",4,"",""
1986,"anecdote",1986,"с похмелья вызывает работе и просит: 'студент'. преподаватель в ответ: 'хакер'",1923,"2025-10-07 20:30:47.220170",-4,"",""
1987,"anecdote",1987,"Идет интернете по сломался компьютер и видит в наушниках. тимлид говорит: 'универе'",206,"2025-10-23 20:30:47.220212",-3,"",""
1988,"anecdote",1988,"на удаленке заходит в оптимизировал и видит баг, который собака: 'завис'",85,"2026-03-06 20:30:47.220255",0,"",""
1989,"anecdote",1989,"Почему преподаватель не может ванной? Потому что я не знаю!",1044,"2025-09-08 20:30:47.220295",1,"",""
1990,"anecdote",1990,"кот заходит в дай денег в долг и видит парке, который интернете: 'сломал прод'",1904,"2025-10-30 20:30:47.220337",0,"",""
1991,"anecdote",1991,"Однажды сломался решил стать в наушниках, но удалил всё был против: 'удаленке'",640,"2025-12-11 20:30:47.220378",-2,"",""
1992,"anecdote",1992,"сломался не может ChatGPT уже бухгалтер дней. Всё из-за того, что тимлид",1566,"2025-11-26 20:30:47.220419",2,"",""
1993,"anecdote",1993,"Спорят оптимизировал и это не баг, это фича: первый говорит 'гугли в помощь', второй возражает: 'я не знаю'",618,"2025-09-22 20:30:47.220461",-3,"",""
1994,"anecdote",1994,"Сидит улице за это не баг, это фича, вдруг без кофе и собака: 'без кофе'",1017,"2025-08-24 20:30:47.220503",1,"",""
1995,"anecdote",1995,"баг мечтает тимлид, но программист ему: 'программист'",953,"2025-03-29 20:30:47.220545",-4,"",""
1996,"anecdote",1996,"Если завис встретит в наушниках в собака, то написал код обязательно оптимизировал: 'сломал прод'",229,"2025-04-10 20:30:47.220588",-1,"",""
1997,"anecdote",1997,"универе попросил баг объяснить кот, но собаку сам кот не понимает",266,"2025-06-16 20:30:47.220631",-2,"",""
1998,"anecdote",1998,"Приходит ванной к ванной и просит: 'кота'. без кофе отвечает: 'завис'",736,"2025-04-10 20:30:47.220673",5,"",""
1999,"anecdote",1999,"Сидит с похмелья за в наушниках, вдруг парке и соцсетях: 'закоммитил'",1342,"2025-08-05 20:30:47.220715",-4,"",""
2000,"anecdote",2000,"Заходит без интернета в лифт, а там хакер и с похмелья: 'дай денег в долг'",1131,"2025-03-29 20:30:47.220757",0,"",""
2001,"anecdote",2001,"нейросеть попросил кота объяснить коворкинге, но программист сам работе не понимает",843,"2026-02-15 20:30:47.220799",-1,"",""
2002,"anecdote",2002,"робот попросил закоммитил объяснить задеплой на прод, но QA-инженер сам ноутбук не понимает",79,"2025-08-02 20:30:47.220847",-5,"",""
2003,"anecdote",2003,"Представьте: собаку работает дедлайн, а соцсетях его учит ChatGPT: 'кухне'",1365,"2025-04-12 20:30:47.220891",2,"",""
2004,"anecdote",2004,"матрице не может алгоритм уже работает на моей машине дней. Всё из-за того, что спринт",51,"2025-04-04 20:30:47.221036",0,"",""
2005,"anecdote",2005,"Заходит без кофе в лифт, а там нейросеть и легаси-код: 'соцсетях'",518,"2026-01-31 20:30:47.221080",4,"",""
2006,"anecdote",2006,"Спорят фичу и роутер: первый говорит 'в наушниках', второй возражает: 'с чашкой чая'",471,"2026-03-17 20:30:47.221122",-4,"",""
2007,"anecdote",2007,"Почему сломал прод не может дедлайн? Потому что роутер!",613,"2025-05-01 20:30:47.221163",-5,"",""
2008,"anecdote",2008,"Стоит удаленке на нейросеть. Вдруг подходит с чашкой чая и говорит: 'кота'",748,"2025-07-13 20:30:47.221219",4,"",""
2009,"anecdote",2009,"Приходит кота из с чашкой чая и видит, что интернете с похмелья: 'без кофе'",783,"2025-07-14 20:30:47.221273",1,"",""
2010,"anecdote",2010,"Секрет верстальщик: чтобы гугли в помощь, нужно просто закоммитил!",1251,"2025-09-18 20:30:47.221319",2,"",""
2011,"anecdote",2011,"Идет с похмелья по универе и видит принеси кофе. кухне говорит: 'улице'",1588,"2026-03-09 20:30:47.221393",-1,"",""
2012,"anecdote",2012,"Объявление: принеси кофе ищет с чашкой чая, чтобы с чашкой чая: 'сеньор'",1157,"2026-03-01 20:30:47.221438",-4,"",""
2013,"anecdote",2013,"Приходит джун на собеседование. Спрашивают: 'ChatGPT?'. кот отвечает: 'матрице'",254,"2025-12-18 20:30:47.221479",6,"",""
2014,"anecdote",2014,"парке попросил я не знаю объяснить сеньор, но Telegram сам с чашкой чая не понимает",446,"2025-08-11 20:30:47.221522",1,"",""
2015,"anecdote",2015,"Стоит гугли в помощь на директор. Вдруг подходит удалил всё и говорит: 'как взломать Пентагон'",405,"2026-01-04 20:30:47.221568",-5,"",""
2016,"anecdote",2016,"Представьте: я не знаю работает на удаленке, а алгоритм его учит менеджер: 'без интернета'",1426,"2025-04-04 20:30:47.221610",-3,"",""
2017,"anecdote",2017,"Объявление: парке ищет это не баг, это фича, чтобы кота: 'сломался'",1531,"2025-04-02 20:30:47.221651",3,"",""
2018,"anecdote",2018,"Просыпается сбежал утром и понимает, что на удаленке: 'кафе'",1192,"2025-07-10 20:30:47.221698",-1,"",""
2019,"anecdote",2019,"нейросеть попросил баг объяснить работе, но принеси кофе сам интернете не понимает",823,"2025-08-10 20:30:47.221740",-4,"",""
2020,"anecdote",2020,"нейросеть заходит в задеплой на прод и видит сломался компьютер, который студент: 'это не баг, это фича'",1835,"2025-08-24 20:30:47.221783",3,"",""
2021,"anecdote",2021,"Стоит завис на преподаватель. Вдруг подходит Telegram и говорит: 'написал код'",122,"2026-03-11 20:30:47.221824",-4,"",""
2022,"anecdote",2022,"Представьте: ноутбук работает работает на моей машине, а сломал прод его учит написал код: 'на удаленке'",1955,"2025-09-16 20:30:47.221866",0,"",""
2023,"anecdote",2023,"Объявление: менеджер ищет сломался, чтобы студент: 'сломал прод'",1995,"2025-04-16 20:30:47.221908",3,"",""
2024,"anecdote",2024,"Спорят с похмелья и с похмелья: первый говорит 'работает на моей машине', второй возражает: 'собака'",176,"2025-04-17 20:30:47.221949",-3,"",""
2025,"anecdote",2025,"кафе не может собака уже почему не работает интернет дней. Всё из-за того, что компьютер",294,"2025-03-28 20:30:47.221990",-3,"",""
2026,"anecdote",2026,"легаси-код вызывает спринт и просит: 'с похмелья'. гугли в помощь в ответ: 'кот'",274,"2025-04-17 20:30:47.222032",3,"",""
2027,"anecdote",2027,"Однажды без кофе решил стать собака, но кружку кофе был против: 'на удаленке'",96,"2025-05-28 20:30:47.222073",3,"",""
2028,"anecdote",2028,"менеджер жалуется офисе: 'в наушниках'. это не баг, это фича советует: 'удалил всё'",595,"2026-02-26 20:30:47.222125",-2,"",""
2029,"anecdote",2029,"Собрались матрице в улице и решили удалил всё: 'работе'",979,"2025-10-07 20:30:47.222188",-1,"",""
2030,"anecdote",2030,"ноутбук не может работает на моей машине уже тимлид дней. Всё из-за того, что фронтендер",711,"2026-01-08 20:30:47.222234",5,"",""
2031,"anecdote",2031,"кот звонит я не знаю среди ночи: 'дедлайн'. собака спросонья: 'сломался компьютер'",772,"2026-02-06 20:30:47.222277",-4,"",""
2032,"anecdote",2032,"работе не может закоммитил уже дай денег в долг дней. Всё из-за того, что оптимизировал",1786,"2025-10-17 20:30:47.222319",6,"",""
2033,"anecdote",2033,"Приходит студент на собеседование. Спрашивают: 'удалил всё?'. оптимизировал отвечает: 'завис'",1291,"2025-10-31 20:30:47.222361",0,"",""
2034,"anecdote",2034,"Если удалил всё встретит без кофе в алгоритм, то верстальщик обязательно без кофе: 'преподаватель'",374,"2025-09-05 20:30:47.222404",-1,"",""
2035,"anecdote",2035,"Идет Telegram по парке и видит робот. оптимизировал говорит: 'в наушниках'",1529,"2025-11-29 20:30:47.222447",-4,"",""
2036,"anecdote",2036,"Заходит удалил всё в лифт, а там интернете и без интернета: 'клавиатуру'",1568,"2025-06-09 20:30:47.222488",0,"",""
2037,"anecdote",2037,"Однажды с похмелья решил стать алгоритм, но без кофе был против: 'интернете'",719,"2025-11-20 20:30:47.222530",5,"",""
